id,pixel_spacing_mm,true_ema_mm2,true_emd_mm,true_emw_mm,true_fat_c_mm,dice_c1,iou_c1,dice_c2,iou_c2,seg_ema_mm2,seg_emd_mm,seg_emw_mm,seg_fat_c_mm,qc_no_muscle,qc_muscle_touches_border,qc_n_components,reg_ema_mm2,reg_emd_mm,reg_emw_mm,reg_fat_c_mm
a00005_f0,0.41999998688697815,969.6707763671875,23.100000381469727,55.02000045776367,7.139999866485596,0.9928922908693922,0.9858849077092674,0.9835022389820469,0.9675399953636091,966.1427396711836,23.099999278783798,55.01999828219414,6.803999787569046,False,False,1,921.1845963306405,22.949863248738893,52.10723565792773,6.527850989460816
a00005_f1,0.41999998688697815,972.4932250976562,23.100000381469727,55.02000045776367,6.71999979019165,0.9926128590971945,0.9853340575776691,0.9824397096700721,0.965485503912437,961.732739946557,23.099999278783798,55.01999828219414,6.71999979019165,False,False,1,968.1128676588487,23.36050156238656,53.484885187698296,6.381107524054045
a00005_f2,0.41999998688697815,971.6112060546875,23.520000457763672,55.02000045776367,7.308000087738037,0.9922395690679061,0.9845986591776663,0.9758442198671944,0.9528279181720137,960.4979400236616,23.099999278783798,54.17999830842018,7.223999774456024,False,False,1,962.4201220502509,23.42101409599894,53.954038488011975,6.00766491701151
a00006_f0,0.41999998688697815,1201.9896240234375,26.040000915527344,57.119998931884766,6.047999858856201,0.9945747800586908,0.9892081085024178,0.9813874788496046,0.96345514950242,1204.106324812032,26.459999173879623,57.959998190402985,6.0479998111724855,False,False,1,1092.2498725702535,26.04999124382755,53.866136482670186,5.829387253309193
a00006_f1,0.41999998688697815,1202.6951904296875,26.040000915527344,57.959999084472656,6.131999969482422,0.9953754679586334,0.9907935116178461,0.9815935126788313,0.9638523761384263,1200.4019250433457,25.619999200105667,58.37999817728996,6.3839998006820675,False,False,1,1128.9084915224666,26.306044158200137,55.70003805713452,6.435984984485572
a00006_f2,0.41999998688697815,1202.166015625,26.040000915527344,57.540000915527344,6.047999858856201,0.9904649271935068,0.981109972177755,0.9629791416406795,0.9286015164294734,1184.349526045705,26.039999186992645,56.27999824285507,6.3839998006820675,False,False,1,1079.8762547537044,25.762773837537566,53.420253172816615,5.686162865159112
a00007_f0,0.41999998688697815,1501.3404541015625,32.34000015258789,63.0,4.619999885559082,0.9935233160622143,0.9871299871301377,0.9833169774290857,0.9671814671823723,1494.6371066704287,32.33999899029732,62.579998046159744,4.535999858379364,False,False,1,1437.9756735447982,30.628938347556804,60.532759610749906,4.257863902341008
a00007_f1,0.41999998688697815,1499.2236328125,32.34000015258789,63.0,5.208000183105469,0.9954537403318447,0.9909486305396621,0.9851973684212555,0.9708265802276924,1488.4631070559517,32.33999899029732,62.159998059272766,5.207999837398529,False,False,1,1406.7069426960595,30.33371590398989,59.91269249550825,4.943159393841903
a00008_f0,0.41999998688697815,1787.6375732421875,35.279998779296875,66.36000061035156,1.2599999904632568,0.9953971789161327,0.9908365356193631,0.915684496828747,0.8444816053576722,1776.5242890685577,35.279998898506165,66.77999791502953,2.519999921321869,False,False,1,1679.5074199511728,33.48520797171116,64.3979738505177,2.5342569331639595
a00008_f1,0.41999998688697815,1788.166748046875,34.86000061035156,65.94000244140625,1.6799999475479126,0.9823053084075662,0.9652259332026991,0.8735948612095986,0.7755600814755373,1740.891491293575,34.859998911619186,63.4199980199337,2.519999921321869,False,False,1,1617.2630760460743,33.63444801337988,61.16965446420039,2.6803830626028287
a00008_f2,0.41999998688697815,1788.166748046875,35.279998779296875,66.36000061035156,1.2599999904632568,0.9934646946096336,0.9870142550284415,0.8982330574838239,0.8152659358580892,1801.7494874934214,35.69999888539314,66.35999792814255,2.8559999108314513,False,False,1,1647.9043529560076,34.06984124663609,61.45467172737662,2.9842010434913107
a00009_f0,0.41999998688697815,1916.9388427734375,35.70000076293945,69.30000305175781,2.940000057220459,0.9943158186607777,0.9886958919218023,0.9758408337284724,0.9528214616110755,1900.180681347086,35.69999888539314,68.03999787569046,2.939999908208847,False,False,1,1824.8203497741852,35.48183845695462,66.28960349786553,3.034301212762074
a00009_f1,0.41999998688697815,1916.9388427734375,35.70000076293945,68.87999725341797,2.5199999809265137,0.9899693507941396,0.9801379310346654,0.9442148760340183,0.8943248532324095,1881.6586825036545,36.11999887228012,68.03999787569046,2.519999921321869,False,False,1,1811.0021940096995,35.32218568152433,65.93253461223992,3.0179423460119352
a00009_f2,0.41999998688697815,1916.4095458984375,35.70000076293945,68.87999725341797,2.940000057220459,0.9892284221719327,0.9786864251739966,0.9450920763651783,0.8959000640648335,1899.2986814021606,36.5399988591671,68.03999787569046,2.519999921321869,False,False,1,1777.3514961276378,35.4605758757416,64.12178969968863,3.3995092565038476
a00010_f0,0.41999998688697815,1553.5548095703125,31.920000076293945,64.68000030517578,8.399999618530273,0.9953938015354257,0.990829842635675,0.9823042168676365,0.9652238253798516,1548.4391033108727,31.91999900341034,65.09999796748161,8.399999737739563,False,False,1,1540.5592028510491,30.713915248736804,64.27376245407868,7.615925360462342
a00010_f1,0.41999998688697815,1552.6728515625,31.920000076293945,64.26000213623047,8.14799976348877,0.9965866423939209,0.9931965075406146,0.9863156795154464,0.9730008244028647,1548.0863033329026,31.49999901652336,63.83999800682068,8.567999732494354,False,False,1,1498.6563806677887,30.69347789817295,62.02733359410519,7.733190348002694
a00011_f0,0.41999998688697815,1950.2784423828125,35.70000076293945,70.55999755859375,1.8480000495910645,0.9951029291738682,0.9902535872214578,0.8873774754973519,0.7975548363970674,1940.04707885771,36.11999887228012,70.13999781012535,3.2759998977184295,False,False,1,1874.4569146953,35.90532619891354,66.95859638742729,3.109348954806393
a00011_f1,0.41999998688697815,1948.6907958984375,36.119998931884766,70.55999755859375,1.8480000495910645,0.9953328197924902,0.9907090023453842,0.8452830188708437,0.732026143799607,1944.2806785933512,36.11999887228012,70.13999781012535,5.459999829530716,False,False,1,1888.3546534940833,35.83254648385264,68.02995028869373,3.2655081347218697
a00011_f2,0.41999998688697815,1948.8671875,35.70000076293945,70.55999755859375,1.8480000495910645,0.9927651635801394,0.9856342609325476,0.8596397360467337,0.7538317172426077,1927.8754796177407,35.69999888539314,69.71999782323837,3.695999884605408,False,False,1,1909.1905859193648,36.02900308919027,68.54228879676998,3.3015679933173487
a00012_f0,0.41999998688697815,1170.0611572265625,23.940000534057617,63.84000015258789,5.208000183105469,0.9951065271399901,0.9902607132156089,0.9418910045971456,0.8901644430688748,1173.0599267506611,24.359999239444733,62.99999803304672,4.367999863624573,False,False,1,1145.3311388401125,25.15871500167802,60.9256074354231,4.84324052337099
a00012_f1,0.41999998688697815,1170.237548828125,23.940000534057617,63.41999816894531,4.788000106811523,0.9878104525370425,0.9759144964628043,0.9768956427356661,0.9548347984251339,1145.1887284910213,24.359999239444733,61.73999807238579,3.947999876737595,False,False,1,1016.1874611301973,24.24931825436863,55.10649013211048,4.277303727338371
a00013_f0,0.41999998688697815,1947.9852294921875,35.279998779296875,71.4000015258789,4.199999809265137,0.9939153558390322,0.9879043096497814,0.9615135834417607,0.9258797882302747,1965.801477249529,35.279998898506165,71.81999775767326,4.703999853134155,False,False,1,1820.0345595991384,35.31019848139351,66.88289457242342,4.937878632359759
a00013_f1,0.41999998688697815,1949.0435791015625,35.279998779296875,71.4000015258789,3.947999954223633,0.9899211018379627,0.9800433447717172,0.9533405673546219,0.9108412322301291,1918.8790801795024,35.279998898506165,70.13999781012535,4.367999863624573,False,False,1,1774.5990877707081,34.62195126316709,66.71087341900773,4.310926157819221
a00014_f0,0.41999998688697815,864.536376953125,21.84000015258789,49.97999954223633,1.6799999475479126,0.9927201886599741,0.9855456026061574,0.8956790123488988,0.8110676355611477,855.8927465555199,21.839999318122864,49.13999846577644,2.519999921321869,False,False,1,810.8949511575047,21.597419207476776,49.88724192237919,2.5763149276746447
a00014_f1,0.41999998688697815,864.18359375,21.84000015258789,49.97999954223633,1.6799999475479126,0.9954954954955416,0.991031390134712,0.9558154645888299,0.915370255139056,858.891546368266,21.839999318122864,50.39999842643738,2.015999937057495,False,False,1,831.7733219857764,22.007846678050498,49.72071927153502,2.272639509794004
a00015_f0,0.41999998688697815,1497.8123779296875,29.81999969482422,65.94000244140625,4.788000106811523,0.9935719761750689,0.9872260635182559,0.9760860336779951,0.9532891100068189,1493.4023067475334,29.39999908208847,65.93999794125557,5.207999837398529,False,False,1,1376.8385771306066,29.810603273980593,59.72838708596197,5.741624345203448
a00015_f1,0.41999998688697815,1497.1068115234375,29.399999618530273,65.94000244140625,5.627999782562256,0.9941002949852855,0.9882697947215452,0.9271650832999151,0.8642197125291524,1492.8731067805782,29.39999908208847,66.35999792814255,6.0479998111724855,False,False,1,1432.8692159072402,30.157691935244948,61.83835265817902,5.261657490543286
a00015_f2,0.41999998688697815,1496.57763671875,29.81999969482422,65.5199966430664,4.368000030517578,0.9915757000475108,0.9832921520180811,0.9642172523967377,0.9309068476270541,1476.8207077829375,29.81999906897545,64.25999799370766,5.207999837398529,False,False,1,1390.943073556848,30.19305350424709,59.33593859965441,4.210442272659883
a00016_f0,0.41999998688697815,2148.022705078125,36.540000915527344,73.08000183105469,5.627999782562256,0.9941023631789743,0.9882738827389236,0.9589131875418719,0.9210693825605545,2129.1478670496963,36.95999884605408,73.49999770522118,5.627999824285507,False,False,1,1970.445391552661,36.623454280424255,69.0341917688861,6.608073434930233
a00016_f1,0.41999998688697815,2146.2587890625,36.959999084472656,73.5,6.4679999351501465,0.9933085501859013,0.9867060561300943,0.9782586506075507,0.9574425574434078,2124.3850673470993,36.95999884605408,72.23999774456024,6.887999784946441,False,False,1,1987.6920585474945,36.47661150736457,69.55000127392191,6.894452360124546
a00017_f0,0.41999998688697815,1126.4903564453125,24.780000686645508,59.63999938964844,6.300000190734863,0.9896712134353886,0.9795536132358428,0.9671097093943781,0.9363140676131665,1110.7907306389343,24.77999922633171,58.37999817728996,6.299999803304672,False,False,1,1066.1861641491778,24.571211061160966,57.043347382714956,6.623721274638754
a00017_f1,0.41999998688697815,1125.0792236328125,24.780000686645508,59.220001220703125,6.71999979019165,0.9955332654181057,0.9911062568264767,0.9879147440124377,0.9761181068177135,1125.9611296916496,24.77999922633171,59.6399981379509,6.71999979019165,False,False,1,1071.2808900166783,24.96373744050544,56.462722220918295,6.640715357332695
a00018_f0,0.41999998688697815,1304.47802734375,30.65999984741211,57.959999084472656,5.039999961853027,0.9942267200978454,0.9885197190709276,0.9671280276821348,0.9363484087119948,1292.659119282533,30.659999042749405,57.11999821662903,5.039999842643738,False,False,1,1251.9739267583682,29.337916672053897,54.38037427792926,4.626478722190841
a00018_f1,0.41999998688697815,1304.47802734375,31.079999923706055,57.540000915527344,5.208000183105469,0.9949135300102074,0.9898785425102581,0.9745575221242456,0.9503775620293857,1296.5399190402043,31.079999029636383,56.69999822974205,5.207999837398529,False,False,1,1317.193546808241,29.611309340112072,57.40985934884384,5.043091979744329
a00019_f0,0.41999998688697815,1113.436767578125,27.299999237060547,53.34000015258789,1.2599999904632568,0.9862837892036073,0.9729387561327276,0.9387113672095675,0.8845014807559476,1085.7419322030555,27.29999914765358,52.07999837398529,1.6799999475479126,False,False,1,1061.2137685223133,25.997840152281725,52.037869487755415,2.0901195238098467
a00019_f1,0.41999998688697815,1113.436767578125,27.299999237060547,53.34000015258789,1.4279999732971191,0.9910904360167856,0.9823382306973689,0.9220779220801221,0.8554216867545614,1123.8443298238287,27.719999134540558,52.91999834775925,1.6799999475479126,False,False,1,1079.8957093646386,26.692207533556967,50.856467363177444,1.8698220095454303
a00019_f2,0.41999998688697815,1114.4952392578125,27.719999313354492,53.7599983215332,0.9240000247955322,0.9819732818285694,0.9645849802377141,0.93859432799165,0.8842936803027746,1077.4511327207576,27.719999134540558,51.239998400211334,2.267999929189682,False,False,1,1089.2498480428621,26.77643134213139,51.459509242468584,2.415944655835233
a00020_f0,0.41999998688697815,886.7628173828125,23.100000381469727,51.65999984741211,5.627999782562256,0.9902600662718118,0.9807080350043614,0.973598553345707,0.9485553206495524,870.0047456743249,22.67999929189682,50.819998413324356,6.0479998111724855,False,False,1,906.5177166211142,22.901367627560433,51.39036228444934,5.864951836572246
a00020_f1,0.41999998688697815,886.4099731445312,23.100000381469727,51.2400016784668,5.627999782562256,0.9942150408937341,0.9884966283223225,0.9773056494449865,0.9556185080274877,882.1763449142942,23.099999278783798,51.239998400211334,4.9559998452663425,False,False,1,917.4940434019954,23.572594838622706,50.254873111312236,4.995539081240139
a00020_f2,0.41999998688697815,887.2919921875,22.68000030517578,51.2400016784668,6.047999858856201,0.9853815908863254,0.9711844197144042,0.9831047992166613,0.9667710089100223,862.4195461479673,22.67999929189682,49.9799984395504,5.963999813795089,False,False,1,868.1938094417928,22.37609582019786,50.33379858578974,5.989645715699311
a00021_f0,0.41999998688697815,1116.612060546875,26.8799991607666,55.02000045776367,1.8480000495910645,0.9910052075115117,0.9821707851113205,0.9242021276612544,0.8590852904878827,1119.0815301212322,26.8799991607666,54.17999830842018,2.267999929189682,False,False,1,1049.7214313466538,26.249084244675146,50.32616917564724,2.624674779291155
a00022_f0,0.41999998688697815,1640.52001953125,34.439998626708984,65.0999984741211,2.6040000915527344,0.9886968807738904,0.9776464266525777,0.9584575631095517,0.9202290076366325,1605.5926997420327,34.01999893784523,62.99999803304672,2.6879999160766603,False,False,1,1568.3698890135129,32.05085453886923,62.45897555895027,2.9547574911778156
a00022_f1,0.41999998688697815,1640.872802734375,34.02000045776367,64.68000030517578,2.940000057220459,0.9925389273356805,0.9851883653538136,0.957539158332562,0.918537291820473,1621.8214987286583,34.01999893784523,64.25999799370766,3.5279998898506166,False,False,1,1585.9603313356874,32.860173106946405,61.38572516235391,2.9771626505782507
a00023_f0,0.41999998688697815,1668.567626953125,31.920000076293945,64.68000030517578,5.460000038146973,0.9900821158153457,0.9803590285112951,0.9709201965214325,0.9434838709692004,1639.6378976161495,31.91999900341034,64.25999799370766,5.879999816417694,False,False,1,1578.509788839825,32.95711035290634,61.02450179281979,5.2324083829677015
a00024_f0,0.41999998688697815,1536.4439697265625,32.34000015258789,63.0,2.2679998874664307,0.9927808258735618,0.9856651376148433,0.9661855670110064,0.9345831671346396,1517.921905216457,32.33999899029732,62.159998059272766,2.267999929189682,False,False,1,1435.6916826451977,30.88129736555465,59.795240485128744,2.8075959919345053
a00024_f1,0.41999998688697815,1537.3260498046875,32.34000015258789,63.0,2.0999999046325684,0.9890479225822041,0.9783331422678169,0.9478476821202846,0.9008654602714058,1506.808705910398,32.33999899029732,61.73999807238579,2.0999999344348907,False,False,1,1404.666466672453,30.44770651203116,59.021066399063386,2.7453950125742352
a00024_f2,0.41999998688697815,1535.3856201171875,32.34000015258789,63.0,2.2679998874664307,0.9885177453027806,0.9772961816308073,0.9574160952732332,0.9183108342015123,1506.4559059324279,32.33999899029732,62.159998059272766,2.267999929189682,False,False,1,1337.0305445169834,30.226829964732957,56.36024839790707,3.2176654912082228
a00025_f0,0.41999998688697815,1368.51123046875,29.399999618530273,58.380001068115234,6.71999979019165,0.9949696891526185,0.9899897330596767,0.9821702453989439,0.9649651535135625,1366.7471146562589,29.39999908208847,59.6399981379509,6.551999795436859,False,False,1,1263.739907815263,28.7757019369227,57.25927404193959,6.398851850536744
a00026_f0,0.41999998688697815,1295.30517578125,30.239999771118164,57.540000915527344,3.947999954223633,0.9898421413864802,0.9798885718170962,0.9655887947438079,0.9334670678725019,1274.8427203950419,30.239999055862427,56.27999824285507,3.5279998898506166,False,False,1,1243.1466396781816,28.584717537870063,56.318543078981634,4.7169074881408175
a00026_f1,0.41999998688697815,1293.7176513671875,30.239999771118164,57.540000915527344,4.368000030517578,0.9936331895666897,0.9873469387756824,0.971493359248923,0.9445669291356041,1282.9571198883546,30.239999055862427,56.69999822974205,4.787999850511551,False,False,1,1265.8260288337697,29.112257622448865,55.23260247016367,4.33155950100786
a00026_f2,0.41999998688697815,1294.599609375,30.239999771118164,57.540000915527344,4.368000030517578,0.9881542699725334,0.9765858970871687,0.9550406628823839,0.9139500734239662,1266.728320901729,30.239999055862427,56.27999824285507,5.039999842643738,False,False,1,1241.9423617638058,28.350966278233443,56.36102308538386,4.10362968063091
a00027_f0,0.41999998688697815,2081.167236328125,38.220001220703125,70.9800033569336,6.047999858856201,0.9908962687524431,0.981956797967116,0.9711464618763451,0.9439112817243781,2046.063472237732,37.79999881982803,71.39999777078629,6.71999979019165,False,False,1,1956.3426955602263,36.52564880668422,68.44020045626189,7.383282557237948
a00028_f0,0.41999998688697815,1231.0955810546875,24.780000686645508,60.47999954223633,7.308000087738037,0.9927017744705731,0.9855093052992541,0.9756319744935592,0.9524232992451662,1234.2707229284774,24.77999922633171,60.059998124837875,7.559999763965607,False,False,1,1158.7196609177772,26.138223356368684,57.17626708533663,6.865783368367033
a00028_f1,0.41999998688697815,1233.7415771484375,25.200000762939453,61.31999969482422,7.559999942779541,0.9926986399427867,0.9855031267767836,0.9924153402415082,0.984944868532974,1230.5663231597912,25.19999921321869,61.31999808549881,7.559999763965607,False,False,1,1124.7023693466836,25.81349273893477,56.60862341908006,7.060863203021967
a00029_f0,0.41999998688697815,1673.859619140625,33.599998474121094,67.19999694824219,8.484000205993652,0.9967862599441716,0.9935931099675077,0.9942411623992714,0.9885482734321961,1674.3886954462068,33.179998964071274,67.61999788880348,8.819999724626541,False,False,1,1581.8615403807726,31.72398149296444,64.97999948844699,7.168222445514118
a00029_f1,0.41999998688697815,1671.7427978515625,33.599998474121094,66.77999877929688,7.559999942779541,0.993583284721888,0.987248392876096,0.9914040114614001,0.9829545454548683,1654.63189667988,33.179998964071274,66.35999792814255,7.89599975347519,False,False,1,1662.2151824051034,33.12056116061984,64.12867296129502,6.891982539453579
a00029_f2,0.41999998688697815,1673.3304443359375,33.18000030517578,67.19999694824219,8.567999839782715,0.9894546229229364,0.9791293348795285,0.9854102778553535,0.9712401538748628,1638.7558976712244,33.179998964071274,65.51999795436859,8.567999732494354,False,False,1,1568.9475608197044,31.743457050562938,63.01742885909135,7.296195393021378
a00030_f0,0.41999998688697815,1040.9364013671875,26.040000915527344,47.040000915527344,5.627999782562256,0.9912117627176676,0.9825766460046478,0.96560473639744,0.9334968656327747,1046.5811346483717,26.039999186992645,48.719998478889465,5.795999819040299,False,False,1,1022.1273817616166,25.691995988898242,49.5589448386479,4.892452318589179
a00031_f0,0.41999998688697815,1446.3035888671875,29.399999618530273,60.900001525878906,4.788000106811523,0.9937941104892078,0.987664772040299,0.9775580068469943,0.9561011904772793,1453.0067092699542,29.39999908208847,61.31999808549881,5.039999842643738,False,False,1,1333.2772273078244,29.46807645117586,58.813661922495214,4.784910312943371
a00032_f0,0.41999998688697815,1282.9571533203125,28.559999465942383,57.959999084472656,4.619999885559082,0.9855799373041757,0.9715698393081779,0.9813363727029301,0.9633566433576684,1249.2647219922078,28.559999108314514,56.27999824285507,4.451999861001968,False,False,1,1171.4568726194047,27.362189399145905,54.685944438289084,5.175094120220702
a00032_f1,0.41999998688697815,1282.78076171875,28.559999465942383,58.380001068115234,4.788000106811523,0.9911946197046995,0.9825429553267004,0.9728894507659378,0.9472100656469582,1261.436321232177,28.139999121427536,57.53999820351601,4.871999847888946,False,False,1,1183.86115019695,27.4127288839436,54.716216809412344,5.248900544938174
a00033_f0,0.41999998688697815,868.0643920898438,22.68000030517578,48.720001220703125,2.687999963760376,0.9856055932553403,0.9716197040346317,0.9539207760720712,0.911901081919942,847.601947073222,22.67999929189682,47.45999851822853,3.1079999029636385,False,False,1,835.1928338042635,22.258580233081943,48.396907005734874,3.376771171952157
a00033_f1,0.41999998688697815,868.4171752929688,22.68000030517578,49.13999938964844,3.1080000400543213,0.9883244571897959,0.9769184045357984,0.9479934479945128,0.9011288439119841,853.9523466766842,22.67999929189682,47.87999850511551,3.5279998898506166,False,False,1,882.2410531758505,23.18665316275826,48.4204818251701,3.523839933720467
a00033_f2,0.41999998688697815,866.476806640625,22.260000228881836,49.13999938964844,3.1080000400543213,0.9947208121827947,0.9894970712989397,0.9587337478809359,0.9207383279073204,871.0631456082352,22.67999929189682,49.55999845266342,3.1079999029636385,False,False,1,851.1064849746108,22.588014250958054,49.00226178004482,3.5113994040888628
a00034_f0,0.41999998688697815,1199.6964111328125,25.200000762939453,58.79999923706055,1.8480000495910645,0.9939528023599266,0.9879783023018915,0.9622587150687911,0.9272626318752214,1192.2875255500328,25.19999921321869,58.37999817728996,1.847999942302704,False,False,1,1074.7484428131866,25.093064810885778,54.85951703469755,2.267767335561132
a00034_f1,0.41999998688697815,1199.6964111328125,25.6200008392334,58.380001068115234,1.8480000495910645,0.9947805631111168,0.9896153283605439,0.9458408914240518,0.8972468043315022,1199.8727250763905,25.619999200105667,58.79999816417694,2.267999929189682,False,False,1,1113.2740868083856,25.663096774397246,55.8411217580267,2.474621968744998
a00034_f2,0.41999998688697815,1199.6964111328125,25.200000762939453,58.79999923706055,1.8480000495910645,0.9898235595578753,0.9798521524861595,0.9519098653489445,0.9082328264337581,1209.751124459554,26.039999186992645,58.37999817728996,1.847999942302704,False,False,1,1076.9399760603264,25.730490277435024,53.807438913019155,2.284725181503916
a00035_f0,0.41999998688697815,1817.44921875,34.439998626708984,63.84000015258789,2.5199999809265137,0.9958187475690596,0.9916723152900971,0.7543640897806657,0.6056056056187653,1810.7458869316595,34.43999892473221,63.4199980199337,5.879999816417694,False,False,1,1651.2486932165993,33.98474978167201,61.87470547809903,3.8719795140685562
a00036_f0,0.41999998688697815,879.001220703125,23.100000381469727,50.81999969482422,1.4279999732971191,0.9903914230809103,0.9809657383293735,0.9146796897467774,0.8427739544815895,865.0655459827432,22.67999929189682,50.39999842643738,2.519999921321869,False,False,1,913.4630127246201,23.330988674548394,50.35863904520306,3.0718788429117723
a00037_f0,0.41999998688697815,1254.2039794921875,26.8799991607666,57.959999084472656,5.880000114440918,0.9938831470154406,0.9878406708597087,0.9797087610410634,0.960224613945713,1254.7331216507448,27.29999914765358,58.37999817728996,6.299999803304672,False,False,1,1172.7103054095933,27.163475515858096,55.18591069516765,5.645961288946189
a00037_f1,0.41999998688697815,1253.4984130859375,26.8799991607666,57.959999084472656,5.039999961853027,0.9954992967651513,0.991038924671086,0.9833427442125445,0.9672313246329567,1254.9095216397297,26.8799991607666,58.79999816417694,5.375999832153321,False,False,1,1175.0918850601447,27.186611686337955,55.315680567314416,4.458391020653632
a00037_f2,0.41999998688697815,1254.027587890625,26.8799991607666,57.959999084472656,5.460000038146973,0.9898459135128179,0.9798959651345438,0.9684666395998313,0.93886119128998,1230.213523181821,26.8799991607666,57.53999820351601,6.3839998006820675,False,False,1,1142.2958666162667,26.35514431046866,55.33957551921469,5.675930095351703
a00038_f0,0.41999998688697815,1231.624755859375,26.040000915527344,57.119998931884766,6.300000190734863,0.990635355136215,0.9814444761635535,0.9711958103000989,0.9440045248884614,1217.1599239969266,25.619999200105667,56.69999822974205,6.299999803304672,False,False,1,1124.0096352072287,26.085105186495895,54.820954721717726,5.551327582901486
a00038_f1,0.41999998688697815,1231.0955810546875,26.040000915527344,57.119998931884766,5.627999782562256,0.9875696528076328,0.9754445385270188,0.9691323692996505,0.9401132991653598,1238.1515226861488,26.039999186992645,58.37999817728996,5.879999816417694,False,False,1,1120.6198126249292,26.351066582562964,54.55963605012164,5.271241753624807
a00038_f2,0.41999998688697815,1230.3900146484375,26.040000915527344,57.119998931884766,6.047999858856201,0.9954148158762329,0.9908714876623752,0.9788695192818427,0.9586135540621156,1231.8011230826867,26.039999186992645,58.37999817728996,6.467999798059464,False,False,1,1157.6113657012247,26.633590587743527,55.05326500773731,5.820945520687673
a00039_f0,0.41999998688697815,2088.399658203125,36.540000915527344,66.77999877929688,2.687999963760376,0.9939832540918333,0.988038477624525,0.9030470914149804,0.823232323239763,2104.0990686138175,36.5399988591671,68.03999787569046,5.207999837398529,False,True,1,1852.1962077363642,35.791986333164516,67.22360278648898,2.9944479384796807
a00039_f1,0.41999998688697815,2089.4580078125,36.540000915527344,66.77999877929688,2.687999963760376,0.9923308334392935,0.9847784038349611,0.9092273068289766,0.83356258597737,2073.758270508387,36.95999884605408,67.1999979019165,2.6879999160766603,False,False,1,1905.0531504311657,36.50804083875289,66.93179377244007,2.335690980007911
